name,type,source
"TG(18:3(6Z,9Z,12Z)/20:0/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:0/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:0/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:0/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/14:1(9Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/16:1(9Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(11Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:1(9Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:1(13Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/24:1(15Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:2n6/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:3n6/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/O-18:0)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:2n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:3n6)",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",compound,food_db
"TG(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))",compound,food_db
